idx,text,label,source
so_code_14220321,"How do I return the response from an asynchronous call?

```
function foo() {
    var result;
    $.ajax({
        url: '...',
        success: function(response) {
            result = response;
            // return response; // <- I tried that one as well
        }
```",0,stackoverflow
syn_0183,"What is the difference between var, let, and const in JavaScript?",1,synthetic
cs_se_13669,"What is the difference between an algorithm, a language and a problem?",1,cs_se
syn_en_718,What is the difference between deep learning and traditional machine learning?,1,synthetic
syn_0004,How to split a string by multiple delimiters in Python?,0,synthetic
syn_en_686,What is a CDN and how does it improve performance?,1,synthetic
syn_0217,What is the difference between a primary key and a foreign key?,1,synthetic
mbpp_555,Write a python function to find the difference between sum of cubes of first n natural numbers and the sum of first n natural numbers.,0,mbpp
so_code_3295496,"What is a JavaBean exactly?

```
struct
```",1,stackoverflow
so_122102,What is the most efficient way to deep clone an object in JavaScript?,1,stackoverflow
so_1433204,How do I use extern to share variables between source files?,0,stackoverflow
so_115983,How do I add an empty directory to a Git repository?,0,stackoverflow
mbpp_875,Write a function to find the minimum difference in the tuple pairs of given tuples.,0,mbpp
so_code_215497,"What is the difference between public, protected, package-private and private in Java?

```
public
```",1,stackoverflow
syn_0123,How do I serve static files in Django?,0,synthetic
so_code_204476,"What should main() return in C and C++?

```
main()
```",1,stackoverflow
mbpp_599,Write a function to find sum and average of first n natural numbers.,0,mbpp
so_10580676,"Comparing two NumPy arrays for equality, element-wise",0,stackoverflow
so_code_509211,"How slicing in Python works

```
a[x:y:z]
```",0,stackoverflow
so_code_510972,"Getting the class name of an instance

```
inspect
```",0,stackoverflow
syn_en_692,What is the prototype chain in JavaScript?,1,synthetic
syn_en_633,What is method resolution order (MRO) in Python?,1,synthetic
mbpp_628,Write a function to replace all spaces in the given string with character * list item * list item * list item * list item '%20'.,0,mbpp
so_code_3390396,"How can I check for ""undefined"" in JavaScript?

```
if (window.myVariable)
```",0,stackoverflow
mbpp_815,"Write a function to sort the given array without using any sorting algorithm. the given array consists of only 0, 1, and 2.",0,mbpp
so_code_742013,"How do I create a URL shortener?

```
short = '';
if divisible by 2, add ""a""+the result to short
if divisible by 3, add ""b""+the result to short
... until I have divisors for a-z and A-Z.
```",0,stackoverflow
so_19124601,Pretty-print an entire Pandas Series / DataFrame,0,stackoverflow
so_8609192,What is the difference between null=True and blank=True in Django?,1,stackoverflow
mbpp_508,Write a function to check if the common elements between two given lists are in the same order or not.,0,mbpp
so_61212,How do I remove local (untracked) files from the current Git working tree?,0,stackoverflow
so_14994391,"""Thinking in AngularJS"" if I have a jQuery background?",0,stackoverflow
so_592620,How can I check if a program exists from a Bash script?,0,stackoverflow
cs_se_2644,Is there a difference between top-down and bottom-up dynamic programming?,1,cs_se
cs_se_270,"Hash tables versus binary trees? When implementing a dictionary ('I want to look up customer data by their customer IDs'), the typical data structures used are hash tables and binary search trees. I know for instance that the C++ STL library implements dictionaries (they call them maps) using (balanced) binary search trees, and the .NET framework uses hash tables under the hood.",1,cs_se
so_code_127704,"Algorithm to return all combinations of k elements from n

```
8! / ((8 - 3)! * 3!) = 56
```",0,stackoverflow
wc_en_3f0296fc,"Please help me write an introduction of a paper on key class identification. The first paragraph talked about the importance of key class identification on software maintenance, the second paragraph talked about the related work and their shortcomings, the third paragraph talked about the importance of complex netowrks on key class identification, and the last paragraph talked about our main steps and main findings.",0,wildchat_en
so_15301826,"psql: FATAL: role ""postgres"" does not exist",0,stackoverflow
cs_se_473,"Decision problems vs ""real"" problems that aren't yes-or-no",1,cs_se
wc_en_218b6ab5,"def calc_sp(graph: Graph, source: int, dest: int) -> float:
 # Initialize priority queue/heap and distances
 pred = {} # Predecessor dictionary. Isn't returned, but here for your understanding
 dist = {} # Distance dictionary
 Q = min_heap.MinHeap([])
 nodes = list(graph.adj.keys())",0,wildchat_en
so_1436703,What is the difference between __str__ and __repr__?,1,stackoverflow
syn_en_704,What is the difference between symmetric and asymmetric encryption?,1,synthetic
cs_se_57,How does one know which notation of time complexity analysis to use?,1,cs_se
so_965053,Extract filename and extension in Bash,0,stackoverflow
ds_se_5345,"IDE alternatives for R programming (RStudio, IntelliJ IDEA, Eclipse, Visual Studio)",0,ds_se
so_40471,What are the differences between a HashMap and a Hashtable in Java?,1,stackoverflow
wc_en_2c658cdd,"For the SPN discussed in the class notes slides, consider the linear trail with three active S-boxes: 
 
 and 
 with the input sum and output sum pairs (C, 2), (2, 2) and (2, A) respectively. Find the total bias for this trail.",0,wildchat_en
swe_se_150669,Is it a bad practice to store large files (10 MB) in a database?,1,swe_se
cs_se_13937,Which machine learning algorithms can be used for time series forecasts?,1,cs_se
so_179123,"How to modify existing, unpushed commit messages?",0,stackoverflow
syn_0043,How to group by and aggregate in pandas?,0,synthetic
so_15995919,How to use cURL to send Cookies?,0,stackoverflow
cs_se_210,"Why polynomial time is called ""efficient""?",1,cs_se
so_code_171251,"How can I merge properties of two JavaScript objects?

```
var obj1 = { food: 'pizza', car: 'ford' }
var obj2 = { animal: 'dog' }
obj1.merge(obj2);
//obj1 now has three properties: food, car, and animal
```",0,stackoverflow
syn_0195,How does garbage collection work in Java?,1,synthetic
syn_0220,What is ACID in databases?,1,synthetic
syn_0204,What does final mean in Java?,1,synthetic
so_6040583,Can't find the 'libpq-fe.h header when trying to install pg gem,0,stackoverflow
so_code_14132789,"Relative imports for the billionth time

```
package/
    __init__.py
    subpackage1/
        __init__.py
        moduleX.py
        moduleY.py
    subpackage2/
        __init__.py
```",0,stackoverflow
syn_0246,What is a confusion matrix?,1,synthetic
cs_se_82679,"If everyone believes P ≠ NP, why is everyone sceptical of proof attempts for P ≠ NP?",0,cs_se
so_15943769,How do I get the row count of a Pandas DataFrame?,0,stackoverflow
so_375913,How do I profile C++ code running on Linux?,0,stackoverflow
so_code_3294889,"Iterating over a dictionary using a 'for' loop, getting keys

```
d = {'x': 1, 'y': 2, 'z': 3}
for key in d:
    print(key, 'corresponds to', d[key])
```",0,stackoverflow
so_11774265,How do you access the query string in Flask routes?,0,stackoverflow
so_code_154059,"How do I check for an empty/undefined/null string in JavaScript?

```
string.Empty
```",0,stackoverflow
swe_se_249892,"Project is nearly done, but procedural spaghetti code. Do I rewrite or just keep trying to ship it?",0,swe_se
cs_se_2320,How to prove that a grammar is unambiguous?,0,cs_se
syn_0075,How do I iterate over a HashMap in Java?,0,synthetic
so_1041344,How can I select an element with multiple classes in jQuery?,0,stackoverflow
swe_se_648,How to respond when you are asked for an estimate?,0,swe_se
syn_0097,How do I back up a MySQL database from the command line?,0,synthetic
syn_0142,How to create a CSS flexbox layout?,0,synthetic
so_6468397,"How to check Django version? I have to use Python and Django for our application. So, I have two versions of Python, 2.6 and 2.7. Now I have installed Django. I could run the sample application for testing Django successfully. But how do I check whether Django uses the 2.6 or 2.7 version and what version of modules Django uses?",0,stackoverflow
syn_0086,How to split a string in C++?,0,synthetic
cs_se_266,Why are the total functions not enumerable?,1,cs_se
mbpp_31,Write a function to find the top k integers that occur most frequently from given lists of sorted and distinct integers using heap queue algorithm.,0,mbpp
syn_0162,What does *args and **kwargs mean in Python?,1,synthetic
so_322715,When to use LinkedList over ArrayList in Java?,1,stackoverflow
syn_0166,What is mutable vs immutable in Python?,1,synthetic
so_code_22583391,"Peak signal detection in realtime timeseries data

```
1 1 1.1 1 0.9 1 1 1.1 1 0.9 1 1.1 1 1 0.9 1 1 1.1 1 1 1 1 1.1 0.9 1 1.1 1 1 0.9 1 1.1 1 1 1.1 1 0.8 0.9 1 1.2 0.9 1 1 1.1 1.2 1 1.5 1 3 2 5 3 2 1 1 1 0.9 1 1 3 2.6 4 3 3.2 2 1 1 0.8 4 4 2 2.5 1 1 1
```",0,stackoverflow
so_code_600293,"How to check if a number is a power of 2

```
private bool IsPowerOfTwo(ulong number)
{
    if (number == 0)
        return false;
    for (ulong power = 1; power > 0; power = power << 1)
    {
        // This for loop used shifting for powers of 2, meaning
        // that the value will become 0 after the last shift
```",0,stackoverflow
so_34130539,Uncaught Error: Invariant Violation: Element type is invalid: expected a string (for built-in components) or a class/function but got: object,0,stackoverflow
mbpp_502,Write a python function to find remainder of two numbers.,0,mbpp
so_code_448271,"What is __init__.py for?

```
__init__.py
```",1,stackoverflow
syn_en_673,What is tail call optimization?,1,synthetic
so_44109,What's the best way to extend the User model in Django?,1,stackoverflow
so_code_9573244,"How to check if the string is empty in Python?

```
if myString == string.empty:
```",0,stackoverflow
so_code_12309269,"How do I write JSON data to a file?

```
f = open('data.json', 'wb')
f.write(data)
```",0,stackoverflow
syn_en_614,What is the difference between breadth-first and depth-first search?,1,synthetic
so_35215161,Most efficient way to map function over numpy array,0,stackoverflow
syn_0229,What is the difference between a binary tree and a binary search tree?,1,synthetic
so_5767325,How can I remove a specific item from an array in JavaScript?,0,stackoverflow
so_code_6441218,"Can a local variable's memory be accessed outside its scope?

```
#include <iostream>
int * foo()
{
    int a = 5;
    return &a;
}
int main()
{
```",1,stackoverflow
syn_0280,What is the difference between imperative and declarative programming?,1,synthetic
cs_se_125,How to define quantum Turing machines?,0,cs_se
cs_se_13287,Why do we need assembly language?,1,cs_se
cs_se_64578,How do computers remember where they store things?,1,cs_se
syn_0045,How to make an HTTP POST request in JavaScript using fetch?,0,synthetic
so_2906582,How do I create an HTML button that acts like a link?,0,stackoverflow
so_code_6832596,"How can I compare software version number using JavaScript? (only numbers)

```
""1.0"", ""1.0.1"", ""2.0"", ""2.0.0.1"", ""2.0.1""
```",0,stackoverflow
cs_se_32845,"Why, really, is the Halting Problem so important?",1,cs_se
cs_se_49888,What is a brief but complete explanation of a pure/dependent type system?,1,cs_se
syn_en_716,What is RAII in C++ and why is it important?,1,synthetic
so_13187778,Convert Pandas dataframe to NumPy array,0,stackoverflow
so_code_746082,"How to find list of possible words from a letter matrix [Boggle Solver]

```
F X I E
A M L O
E W B X
A S T U
```",0,stackoverflow
ds_se_45165,"How to get accuracy, F1, precision and recall, for a keras model?",0,ds_se
cs_se_439,"Which combinations of pre-, post- and in-order sequentialisation are unique?",1,cs_se
swe_se_271395,Leaving intentional bugs in code for testers to find,0,swe_se
so_code_576169,"Understanding Python super() with __init__() methods

```
class Base(object):
    def __init__(self):
        print ""Base created""
class ChildA(Base):
    def __init__(self):
        Base.__init__(self)
class ChildB(Base):
    def __init__(self):
```",0,stackoverflow
so_4455076,How do I access the ith column of a NumPy multidimensional array?,0,stackoverflow
so_13413590,How to drop rows of Pandas DataFrame whose value in a certain column is NaN,0,stackoverflow
ds_se_18583,"LeakyReLU vs PReLU? I thought both, PReLU and Leaky ReLU are: $$f(x) = \max(x, \alpha x) \qquad \text{ with } \alpha \in (0, 1)$$ Keras, however, has both functions in the docs .",1,ds_se
so_844556,How to filter empty or NULL names in a QuerySet?,0,stackoverflow
swe_se_161293,Choosing between Single or multiple projects in a git repository?,0,swe_se
so_code_14283270,"How do I determine whether my calculation of pi is accurate?

```
n
```",0,stackoverflow
syn_0133,How do I detect a cycle in a linked list?,0,synthetic
so_28889826,How to set focus on an input field after rendering?,0,stackoverflow
syn_0007,How to check if a key exists in a Python dictionary?,0,synthetic
swe_se_118703,"Where did the notion of ""one return only"" come from?",1,swe_se
swe_se_149563,"Should we avoid object creation in Java? I was told by a colleague that in Java object creation is the most expensive operation you could perform. So I can only conclude to create as few objects as possible. This seems somewhat to defeat the purpose of object oriented programming. If we aren't creating objects then we are just writing one long class C style, for optimization?",1,swe_se
cs_se_11029,Why is it best to use a prime number as a mod in a hashing function?,1,cs_se
swe_se_43528,I'm graduating with a Computer Science degree but I don't feel like I know how to program,0,swe_se
so_113045,How to return only the Date from a SQL Server DateTime datatype,0,stackoverflow
so_876239,How to redirect and append both standard output and standard error to a file with Bash,0,stackoverflow
so_15501673,How can I temporarily disable a foreign key constraint in MySQL?,0,stackoverflow
syn_0068,How to style a component with CSS modules in React?,0,synthetic
cs_se_23260,When is the AKS primality test actually faster than other tests?,1,cs_se
so_code_606191,"Convert bytes to a string in Python 3

```
>>> from subprocess import *
>>> stdout = Popen(['ls', '-l'], stdout=PIPE).communicate()[0]
>>> stdout
b'total 0\n-rw-rw-r-- 1 thomas thomas 0 Mar  3 07:03 file1\n-rw-rw-r-- 1 thomas thomas 0 Mar  3 07:03 file2\n'
```",0,stackoverflow
so_code_252703,"What is the difference between Python's list methods append and extend?

```
append()
```",1,stackoverflow
syn_0092,How to update a column based on another column value in SQL?,0,synthetic
so_code_1085709,"What does 'synchronized' mean?

```
synchronized
```",1,stackoverflow
so_code_299304,"Why does Java's hashCode() in String use 31 as a multiplier?

```
s[0]*31^(n-1) + s[1]*31^(n-2) + ... + s[n-1]
```",1,stackoverflow
so_134845,"Which ""href"" value should I use for JavaScript links, ""#"" or ""javascript:void(0)""?",1,stackoverflow
so_6319146,C++11 introduced a standardized memory model. What does it mean? And how is it going to affect C++ programming?,0,stackoverflow
so_code_5874652,".prop() vs .attr()

```
$(selector).click(function(){
    //instead of:
    this.getAttribute('style');
    //do i use:
    $(this).prop('style');
    //or:
    $(this).attr('style');
})
```",1,stackoverflow
so_3518778,How do I read CSV data into a record array in NumPy?,0,stackoverflow
syn_en_669,How does a bloom filter work?,1,synthetic
ds_se_19,"How big is big data? Lots of people use the term big data in a rather commercial way, as a means of indicating that large datasets are involved in the computation, and therefore potential solutions must have good performance.",0,ds_se
mbpp_829,Write a function to find out the second most repeated (or frequent) string in the given sequence.,0,mbpp
so_code_11277432,"How can I remove a key from a Python dictionary?

```
if key in my_dict:
    del my_dict[key]
```",0,stackoverflow
syn_0014,How do I shuffle a list in Python?,0,synthetic
syn_0176,What are Python abstract classes?,1,synthetic
so_1521462,Looping through the content of a file in Bash,0,stackoverflow
so_4172722,What is The Rule of Three? What does copying an object mean? What are the copy constructor and the copy assignment operator ? When do I need to declare them myself? How can I prevent my objects from being copied?,1,stackoverflow
cs_se_991,Are there minimum criteria for a programming language being Turing complete?,1,cs_se
syn_0087,How do I pass an array to a function in C?,0,synthetic
cs_se_26049,Is there a connection between the halting problem and thermodynamic entropy?,1,cs_se
so_code_1602934,"Check if a given key already exists in a dictionary

```
if 'key1' in dict.keys():
  print ""blah""
else:
  print ""boo""
```",0,stackoverflow
so_3800551,Select first row in each GROUP BY group?,0,stackoverflow
so_4536103,How can I upgrade specific packages using pip and a requirements file?,0,stackoverflow
swe_se_106980,"Perks for new programmers? I intend on hiring 2-3 junior programmers right out of college. Aside from cash, what is the most important perk for a young programmer? Is it games at work? I want to be creative... I want some good ideas",0,swe_se
cs_se_307,"Show that { xy ∣ |x| = |y|, x ≠ y } is context-free",0,cs_se
so_code_5226311,"Installing specific package version with pip

```
pip install MySQL_python==1.2.2
```",0,stackoverflow
so_code_4907843,"Open a URL in a new tab (and not a new window)

```
window.open(url,'_blank');
window.open(url);
```",0,stackoverflow
so_522563,How can I access the index value in a 'for' loop?,0,stackoverflow
ds_se_12830,How are 1x1 convolutions the same as a fully connected layer?,0,ds_se
syn_en_611,How does garbage collection work in Python?,1,synthetic
swe_se_165543,"How to write a very basic compiler? Advanced compilers like compile code into machine readable files according to the language in which the code has been written (e.g. C, C++, etc). In fact, they interpret the meaning of the code according to library and functions of the corresponding languages. Correct me if I'm wrong.",0,swe_se
so_code_2950319,"Is null check needed before calling instanceof?

```
null instanceof SomeClass
```",1,stackoverflow
so_2189452,What is the difference between margin and padding in CSS?,1,stackoverflow
so_code_3437786,"Get the size of the screen, current web page and browser window

```
windowWidth
```",0,stackoverflow
syn_0124,How to use SQLAlchemy with Flask?,0,synthetic
mbpp_709,Write a function to count unique keys for each value present in the tuple.,0,mbpp
so_46155,How can I validate an email address in JavaScript?,0,stackoverflow
so_16056591,Font scaling based on size of container,0,stackoverflow
so_code_930397,"How do I get the last element of a list?

```
alist[::-1]
```",0,stackoverflow
ds_se_12321,What's the difference between fit and fit_transform in scikit-learn models?,1,ds_se
so_1335851,"What does ""use strict"" do in JavaScript, and what is the reasoning behind it?",1,stackoverflow
wc_en_eede3247,"estoy en unity c#, porque utiliza interfaces para hacer este codigo? : public class GameConfig where TGridSlot : IGridSlot
 {
 public IItemSwapper ItemSwapper { get; set; }
 public IGameBoardSolver GameBoardSolver { get; set; }
 public ILevelGoalsProvider LevelGoalsProvider { get; set; }
 public IGameBoardDataProvider GameBoardDataProvider { get; set; }
 public ISolvedSequencesConsumer [] SolvedSequencesConsumers { get; set; }
 }",0,wildchat_en
so_65035,Does a finally block always get executed in Java?,1,stackoverflow
syn_en_616,What is eventual consistency in distributed systems?,1,synthetic
so_1586560,How do I escape a single quote in SQL Server?,0,stackoverflow
syn_en_726,What is tokenization in NLP and why does it matter?,1,synthetic
so_code_4383571,"Importing files from different folder

```
application
├── app
│   └── folder
│       └── file.py
└── app2
    └── some_folder
        └── some_file.py
```",0,stackoverflow
so_code_213907,"""std::endl"" vs ""\n""

```
std::cout << ""Test line"" << std::endl;
```",1,stackoverflow
cs_se_356,Why hasn't there been an encryption algorithm that is based on the known NP-Hard problems?,1,cs_se
swe_se_365339,"What is wrong with magic strings? As an experienced software developer, I have learned to avoid magic strings. My problem is that it is such a long time since I have used them, I've forgotten most of the reasons why. As a result, I'm having trouble explaining why they're a problem to my less experienced colleagues.",1,swe_se
so_code_2669690,"Why does Google prepend while(1); to their JSON responses?

```
while (1);
[
  ['u', [
    ['smsSentFlag', 'false'],
    ['hideInvitations', 'false'],
    ['remindOnRespondedEventsOnly', 'true'],
    ['hideInvitations_remindOnRespondedEventsOnly', 'false_true'],
    ['Calendar ID stripped for privacy', 'false'],
```",1,stackoverflow
so_10434599,Get the data received in a Flask request,0,stackoverflow
so_4482686,Check synchronously if file/directory exists in Node.js,0,stackoverflow
cs_se_85327,Why is writing down mathematical proofs more fault-proof than writing computer code?,1,cs_se
so_code_8881291,"Why is char[] preferred over String for passwords?

```
getPassword()
```",1,stackoverflow
so_19578796,What is the --save option for npm install?,1,stackoverflow
syn_0292,What is the difference between padding and margin in CSS?,1,synthetic
so_code_285793,"What is a serialVersionUID and why should I use it?

```
serialVersionUID
```",1,stackoverflow
so_code_363681,"How do I generate random integers within a specific range in Java?

```
randomNum = minimum + (int)(Math.random() * maximum);
// Bug: `randomNum` can be bigger than `maximum`.
```",0,stackoverflow
swe_se_47032,Can I use GPL software in a commercial application,0,swe_se
syn_0072,How to convert a List to an array in Java?,0,synthetic
so_11707586,How do I expand the output display to see more columns of a Pandas DataFrame?,0,stackoverflow
wc_en_65b98716,"import numpy as np
import os
from PIL import Image

# load the model or define the ‘predict’ function here, this code is just an example
def predict(path):
 img = Image.open(path)
 img_arr = np.array(img)
# perform some processing
# …
 return img_arr


folder_path = ""/content/gdrive/My Drive/castle/""
images = [folder_path + i for i in os.listdir(folder_path) if i.endswith((""jpeg"", ""png"", ""jpg"", ""PNG"", ""JPEG"", ""JPG""))]

output_folder = folder_path + ""processed/""
if not os.path.exists(output_folder):
 os.makedirs(output_folder)

for path in images:
 img = Image.open(path)
img_arr = predict(path)
im = Image.fromarray(img_arr)
# save the processed image to the ‘processed’ folder
im.save(output_folder + path.split(""/"")[-1])",0,wildchat_en
so_6482377,Check existence of input argument in a Bash shell script,0,stackoverflow
so_code_20035101,"Why does my JavaScript code receive a ""No 'Access-Control-Allow-Origin' header is present on the requested resource"" error, while Postman does not?

```
XMLHttpRequest cannot load http://myApiUrl/login. 
No 'Access-Control-Allow-Origin' header is present on the requested resource. 
Origin 'null' is therefore not allowed access.
```",1,stackoverflow
so_code_326390,"How do I create a Java string from the contents of a file?

```
private String readFile(String file) throws IOException {
    BufferedReader reader = new BufferedReader(new FileReader (file));
    String line = null;
    StringBuilder stringBuilder = new StringBuilder();
    String ls = System.getProperty(""line.separator"");
    try {
        while((line = reader.readLine()) != null) {
            stringBuilder.append(line);
```",0,stackoverflow
syn_en_607,How does HTTPS work and what makes it secure?,1,synthetic
wc_en_c3b729df,"import win32gui
import win32api
import win32con
import ctypes
import time

# Define the INPUT structure
class INPUT(ctypes.Structure):
 fields = [(“type”, ctypes.c_ulong),
 (“union”, ctypes.c_uint64)]

# Get the window’s handle
hwnd = win32gui.FindWindow(None, “Window Title”)

# Set the window to the foreground
win32gui.SetForegroundWindow(hwnd)

# Define the key code for ‘s’
key_code = ord(‘s’)

# Generate the input events
events = []
events.append(INPUT(win32con.INPUT_KEYBOARD, ctypes.c_ulong(0)))
events[-1].union = win32api.KEYBDINPUT(key_code, 0, win32con.KEYEVENTF_UNICODE, 0, None)
events.append(INPUT(win32con.INPUT_KEYBOARD, ctypes.c_ulong(0)))
events[-1].union = win32api.KEYBDINPUT(key_code, 0, win32con.KEYEVENTF_UNICODE | win32con.KEYEVENTF_KEYUP, 0, None)

# Send the input events
ctypes.windll.user32.SendInput(len(events), ctypes.byref(events), ctypes.sizeof(INPUT))

# Wait for a short delay
time.sleep(0.1)

events.append(INPUT(win32con.INPUT_KEYBOARD, ctypes.c_ulong(0)))
TypeError: too many initializers",0,wildchat_en
so_code_306316,"Determine if two rectangles overlap each other?

```
// Gets all the vertices for Rectangle 1 and stores them in an array -> arrRect1
// point 1 x: arrRect1[0], point 1 y: arrRect1[1] and so on...
// Gets all the vertices for Rectangle 2 and stores them in an array -> arrRect2
// rotated edge of point a, rect 1
int rot_x, rot_y;
rot_x = -arrRect1[3];
rot_y = arrRect1[2];
// point on rotated edge
```",0,stackoverflow
so_1642028,What is the '-->' operator in C/C++?,1,stackoverflow
syn_en_654,What is a context switch in an operating system?,1,synthetic
syn_0157,What is the difference between @staticmethod and @classmethod?,1,synthetic
so_code_2473989,"List of Big-O for PHP functions

```
//very slow for large $prime_array
$prime_array = array( 2, 3, 5, 7, 11, 13, .... 104729, ... );
$result_array = array();
foreach( $prime_array => $number ) {
    $result_array[$number] = in_array( $number, $large_prime_array );
}
//speed is much less dependent on size of $prime_array, and runs much faster.
$prime_array => array( 2 => NULL, 3 => NULL, 5 => NULL, 7 => NULL,
```",0,stackoverflow
so_code_28002,"Regular cast vs. static_cast vs. dynamic_cast

```
MyClass *m = (MyClass *)ptr;
```",0,stackoverflow
so_309424,How do I read / convert an InputStream into a String in Java?,0,stackoverflow
mbpp_298,Write a function to find the nested list elements which are present in another list.,0,mbpp
so_code_894860,"Set a default parameter value for a JavaScript function

```
def read_file(file, delete_after = false)
  # code
end
```",0,stackoverflow
so_code_2551775,"Appending a vector to a vector

```
vector<int> a;
vector<int> b;
```",0,stackoverflow
so_code_48270127,"Can (a== 1 && a ==2 && a==3) ever evaluate to true?

```
(a== 1 && a ==2 && a==3)
```",1,stackoverflow
syn_0019,How to get the current working directory in Python?,0,synthetic
wc_en_0c36a19b,"try to understand the problem with ""Can't resolve symbol WithCancellation"", ask me for more data if you need to solve the problem, here is the code: ""using Cysharp.Threading.Tasks;
using System.Collections.Generic;
using System.Threading;
using Common.Extensions;
using Common.Interfaces;
using DG.Tweening;
using Match3.App;
using UnityEngine;

namespace FillStrategies.Jobs
{
 public class ItemsShowJob : Job
 {
 private const float ScaleDuration = 0.5f;

 private readonly IEnumerable _items;

 public ItemsShowJob(IEnumerable items, int executionOrder = 0) : base(executionOrder)
 {
 _items = items;
 }

 public override async UniTask ExecuteAsync(CancellationToken cancellationToken = default)
 {
 var itemsSequence = DOTween.Sequence();

 foreach (var item in _items)
 {
 item.SpriteRenderer.SetAlpha(1);
 item.SetScale(0);
 item.Show();

 _ = itemsSequence.Join(item.Transform.DOScale(Vector3.one, ScaleDuration));
 }

 await itemsSequence.SetEase(Ease.OutBounce).WithCancellation(cancellationToken);
 }
 }
}""",0,wildchat_en
so_244243,How to reset Postgres' primary key sequence when it falls out of sync?,0,stackoverflow
so_12555323,How to add a new column to an existing DataFrame,0,stackoverflow
so_32553158,Detect click outside React component,0,stackoverflow
swe_se_35074,"I'm a Subversion geek, why should I consider or not consider Mercurial or Git or any other DVCS?",0,swe_se
so_code_6677035,"Scroll to an element with jQuery

```
<input type=""text"" class=""textfield"" value="""" id=""subject"" name=""subject"">
```",0,stackoverflow
syn_0209,What is the difference between a struct and a class in C++?,1,synthetic
cs_se_2789,Solving or approximating recurrence relations for sequences of numbers,0,cs_se
swe_se_187403,'import module' vs. 'from module import function',1,swe_se
syn_en_661,What is the difference between a linked list and an array?,1,synthetic
mbpp_672,Write a function to find maximum of three numbers.,0,mbpp
so_2765421,How do I push a new local branch to a remote Git repository and track it too?,0,stackoverflow
so_565620,What is the difference between JOIN and INNER JOIN?,1,stackoverflow
so_code_2052390,"Manually raising (throwing) an exception in Python

```
except
```",0,stackoverflow
cs_se_45794,How does a computer determine the data type of a byte?,1,cs_se
syn_0084,How to use smart pointers in C++?,0,synthetic
so_1358540,How can I count all the lines of code in a directory recursively?,0,stackoverflow
swe_se_92862,I'm a manager. How can I improve work relationships and communication with programmers?,0,swe_se
so_code_11346283,"Renaming column names in Pandas

```
['$a', '$b', '$c', '$d', '$e']
```",0,stackoverflow
cs_se_42988,"What does ""context"" in ""context-free grammar"" refer to?",1,cs_se
so_code_149055,"How to format numbers as currency strings?

```
$ 2,500.00
```",0,stackoverflow
so_code_1642028,"What is the '-->' operator in C/C++?

```
#include <stdio.h>
int main()
{
    int x = 10;
    while (x --> 0) // x goes to 0
    {
        printf(""%d "", x);
    }
```",1,stackoverflow
so_code_6470428,"How can I catch multiple exceptions in one line? (in the ""except"" block)

```
try:
    # do something that may fail
except:
    # do this if ANYTHING goes wrong
```",0,stackoverflow
swe_se_46716,What technical details should a programmer of a web application consider before making the site public?,1,swe_se
cs_se_24118,Is there an anti-Bloom filter?,1,cs_se
syn_0264,What is the difference between authentication and authorization?,1,synthetic
syn_0245,What is regularization in machine learning?,1,synthetic
so_285177,How do I call one constructor from another in Java?,0,stackoverflow
so_code_735975,"Static methods in Python?

```
MyClass.the_static_method()
```",0,stackoverflow
so_code_115703,"Storing C++ template function definitions in a .CPP file

```
class foo
{
public:
    template <typename T>
    void do(const T& t);
};
```",0,stackoverflow
so_18691084,What does -1 mean in numpy reshape?,1,stackoverflow
syn_0260,What is the difference between TCP and UDP?,1,synthetic
so_23327293,Flask raises TemplateNotFound error even though template file exists,0,stackoverflow
so_code_176918,"How can I find the index for a given item in a list?

```
[""foo"", ""bar"", ""baz""]
```",0,stackoverflow
so_53645882,Pandas Merging 101? How can I perform a (| (||) ) with pandas? How do I add NaNs for missing rows after a merge? How do I get rid of NaNs after merging? Can I merge on the index? How do I merge multiple DataFrames? Cross join with pandas ? ? ? ? Who? What? Why?! ... and more.,0,stackoverflow
so_code_1960473,"Get all unique values in a JavaScript array (remove duplicates)

```
Array.prototype.getUnique = function() {
  var o = {}, a = [], i, e;
  for (i = 0; e = this[i]; i++) {o[e] = 1};
  for (e in o) {a.push (e)};
  return a;
}
```",0,stackoverflow
cs_se_2832,Is a push-down automaton with two stacks equivalent to a turing machine?,1,cs_se
so_949433,Why are these constructs using pre and post-increment undefined behavior?,1,stackoverflow
cs_se_1580,"Distributed vs parallel computing? I often hear people talking about parallel computing and distributed computing, but I'm under the impression that there is no clear boundary between the 2, and people tend to confuse that pretty easily, while I believe it is very different: Parallel computing is more tightly coupled to multi-threading, or how to make full use of a single CPU.",1,cs_se
ds_se_27767,Opening a 20GB file for analysis with pandas,0,ds_se
so_1517635,Save PL/pgSQL output from PostgreSQL to a CSV file,0,stackoverflow
mbpp_874,Write a python function to check if the string is a concatenation of another string.,0,mbpp
so_638975,How do I tell if a file does not exist in Bash?,0,stackoverflow
so_code_153724,"How to round a number to n decimal places in Java

```
String.format(""%.5g%n"", 0.912385);
```",0,stackoverflow
so_20001229,How to get POSTed JSON in Flask?,0,stackoverflow
so_code_15202997,"What is the difference between canonical name, simple name and class name in Java Class?

```
Object o1 = ....
o1.getClass().getSimpleName();
o1.getClass().getName();
o1.getClass().getCanonicalName();
```",1,stackoverflow
so_17839973,"Constructing DataFrame from values in variables yields ""ValueError: If using all scalar values, you must pass an index""",0,stackoverflow
